book_name,chapter,verse,word_order,wordform,target_verse_1,target_wo_1,relation_1,target_verse_2,target_wo_2,relation_2
Revelation,1,1,1,*)apoka/luyis,,,,,,
Revelation,1,1,2,*)ihsou=,1,1,modifier,,,
Revelation,1,1,3,"*xristou=,",1,2,modifier,,,
Revelation,1,1,4,h(\n,1,18,argument,,,
Revelation,1,1,5,e)/dwken,1,18,conjunction,,,
Revelation,1,1,6,au)tw=|,1,5,argument,,,
Revelation,1,1,7,o(,1,8,determiner,,,
Revelation,1,1,8,qeo\s,1,5,subject,,,
Revelation,1,1,9,dei=cai,1,5,argument,,,
Revelation,1,1,10,toi=s,1,11,determiner,,,
Revelation,1,1,11,dou/lois,1,9,argument,,,
Revelation,1,1,12,"au)tou=,",1,11,modifier,,,
Revelation,1,1,13,a(\,1,15,subject,,,
Revelation,1,1,14,dei=,1,9,argument,,,
Revelation,1,1,15,gene/sqai,1,14,argument,,,
Revelation,1,1,16,e)n,1,15,modifier,,,
Revelation,1,1,17,"ta/xei,",1,16,argument,,,
Revelation,1,1,18,kai\,1,1,relative_clause,,,
Revelation,1,1,19,e)sh/manen,1,18,conjunction,,,
Revelation,1,1,20,a)postei/las,1,19,modifier,,,
Revelation,1,1,21,dia\,1,20,modifier,,,
Revelation,1,1,22,tou=,1,23,determiner,,,
Revelation,1,1,23,a)gge/lou,1,21,argument,,,
Revelation,1,1,24,au)tou=,1,23,modifier,,,
Revelation,1,1,25,tw=|,1,26,determiner,,,
Revelation,1,1,26,dou/lw|,1,19,argument,,,
Revelation,1,1,27,au)tou=,1,26,modifier,,,
Revelation,1,1,28,"*)iwa/nnh|,",1,26,modifier,,,
Revelation,1,2,1,o(\s,2,2,subject,,,
Revelation,1,2,2,e)martu/rhsen,1,26,relative_clause,,,
Revelation,1,2,3,to\n,2,4,determiner,,,
Revelation,1,2,4,lo/gon,2,7,conjunction,,,
Revelation,1,2,5,tou=,2,6,determiner,,,
Revelation,1,2,6,qeou=,2,4,modifier,,,
Revelation,1,2,7,kai\,2,2,argument,,,
Revelation,1,2,8,th\n,2,9,determiner,,,
Revelation,1,2,9,marturi/an,2,7,conjunction,,,
Revelation,1,2,10,*)ihsou=,2,9,modifier,,,
Revelation,1,2,11,"*xristou=,",2,10,modifier,,,
Revelation,1,2,12,o(/sa,2,13,argument,,,
Revelation,1,2,13,ei)=den.,,,,,,
Revelation,1,3,1,maka/rios,,,,,,
Revelation,1,3,2,o(,3,3,determiner,,,
Revelation,1,3,3,a)naginw/skwn,3,4,conjunction,,,
Revelation,1,3,4,kai\,3,1,subject,,,
Revelation,1,3,5,oi(,3,6,determiner,,,
Revelation,1,3,6,a)kou/ontes,3,11,conjunction,,,
Revelation,1,3,7,tou\s,3,8,determiner,,,
Revelation,1,3,8,lo/gous,3,6,argument,,,
Revelation,1,3,9,th=s,3,10,determiner,,,
Revelation,1,3,10,profhtei/as,3,8,modifier,,,
Revelation,1,3,11,kai\,3,4,conjunction,,,
Revelation,1,3,12,throu=ntes,3,11,conjunction,,,
Revelation,1,3,13,ta\,3,16,determiner,,,
Revelation,1,3,14,e)n,3,16,modifier,,,
Revelation,1,3,15,au)th=|,3,14,argument,,,
Revelation,1,3,16,"gegramme/na,",3,12,argument,,,
Revelation,1,3,17,o(,3,19,determiner,,,
Revelation,1,3,18,ga\r,3,17,second_position_particle,,,
Revelation,1,3,19,kairo\s,3,20,subject,,,
Revelation,1,3,20,e)ggu/s.,,,,,,
Revelation,1,4,1,*)iwa/nnhs,,,,,,
Revelation,1,4,2,tai=s,,,,,,
Revelation,1,4,3,e(pta\,,,,,,
Revelation,1,4,4,e)kklhsi/ais,,,,,,
Revelation,1,4,5,tai=s,,,,,,
Revelation,1,4,6,e)n,,,,,,
Revelation,1,4,7,th=|,,,,,,
Revelation,1,4,8,*)asi/a|·,,,,,,
Revelation,1,4,9,xa/ris,,,,,,
Revelation,1,4,10,u(mi=n,,,,,,
Revelation,1,4,11,kai\,,,,,,
Revelation,1,4,12,ei)rh/nh,,,,,,
Revelation,1,4,13,⸀a)po\,,,,,,
Revelation,1,4,14,o(,,,,,,
Revelation,1,4,15,w)\n,,,,,,
Revelation,1,4,16,kai\,,,,,,
Revelation,1,4,17,o(,,,,,,
Revelation,1,4,18,h)=n,,,,,,
Revelation,1,4,19,kai\,,,,,,
Revelation,1,4,20,o(,,,,,,
Revelation,1,4,21,"e)rxo/menos,",,,,,,
Revelation,1,4,22,kai\,,,,,,
Revelation,1,4,23,a)po\,,,,,,
Revelation,1,4,24,tw=n,,,,,,
Revelation,1,4,25,e(pta\,,,,,,
Revelation,1,4,26,pneuma/twn,,,,,,
Revelation,1,4,27,a(\,,,,,,
Revelation,1,4,28,e)nw/pion,,,,,,
Revelation,1,4,29,tou=,,,,,,
Revelation,1,4,30,qro/nou,,,,,,
Revelation,1,4,31,"au)tou=,",,,,,,
Revelation,1,5,1,kai\,,,,,,
Revelation,1,5,2,a)po\,,,,,,
Revelation,1,5,3,*)ihsou=,,,,,,
Revelation,1,5,4,"*xristou=,",,,,,,
Revelation,1,5,5,o(,,,,,,
Revelation,1,5,6,ma/rtus,,,,,,
Revelation,1,5,7,o(,,,,,,
Revelation,1,5,8,"pisto/s,",,,,,,
Revelation,1,5,9,o(,,,,,,
Revelation,1,5,10,prwto/tokos,,,,,,
Revelation,1,5,11,tw=n,,,,,,
Revelation,1,5,12,nekrw=n,,,,,,
Revelation,1,5,13,kai\,,,,,,
Revelation,1,5,14,o(,,,,,,
Revelation,1,5,15,a)/rxwn,,,,,,
Revelation,1,5,16,tw=n,,,,,,
Revelation,1,5,17,basile/wn,,,,,,
Revelation,1,5,18,th=s,,,,,,
Revelation,1,5,19,gh=s.,,,,,,
Revelation,1,5,20,*tw=|,,,,,,
Revelation,1,5,21,a)gapw=nti,,,,,,
Revelation,1,5,22,h(ma=s,,,,,,
Revelation,1,5,23,kai\,,,,,,
Revelation,1,5,24,⸀lu/santi,,,,,,
Revelation,1,5,25,h(ma=s,,,,,,
Revelation,1,5,26,⸀e)k,,,,,,
Revelation,1,5,27,tw=n,,,,,,
Revelation,1,5,28,a(martiw=n,,,,,,
Revelation,1,5,29,h(mw=n,,,,,,
Revelation,1,5,30,e)n,,,,,,
Revelation,1,5,31,tw=|,,,,,,
Revelation,1,5,32,ai(/mati,,,,,,
Revelation,1,5,33,au)tou=—,,,,,,
Revelation,1,6,1,kai\,,,,,,
Revelation,1,6,2,e)poi/hsen,,,,,,
Revelation,1,6,3,h(ma=s,,,,,,
Revelation,1,6,4,"basilei/an,",,,,,,
Revelation,1,6,5,i(erei=s,,,,,,
Revelation,1,6,6,tw=|,,,,,,
Revelation,1,6,7,qew=|,,,,,,
Revelation,1,6,8,kai\,,,,,,
Revelation,1,6,9,patri\,,,,,,
Revelation,1,6,10,au)tou=—,,,,,,
Revelation,1,6,11,au)tw=|,,,,,,
Revelation,1,6,12,h(,,,,,,
Revelation,1,6,13,do/ca,,,,,,
Revelation,1,6,14,kai\,,,,,,
Revelation,1,6,15,to\,,,,,,
Revelation,1,6,16,kra/tos,,,,,,
Revelation,1,6,17,ei)s,,,,,,
Revelation,1,6,18,tou\s,,,,,,
Revelation,1,6,19,ai)w=nas,,,,,,
Revelation,1,6,20,⸂tw=n,,,,,,
Revelation,1,6,21,ai)w/nwn⸃·,,,,,,
Revelation,1,6,22,a)mh/n.,,,,,,
Revelation,1,7,1,*)idou\,,,,,,
Revelation,1,7,2,e)/rxetai,,,,,,
Revelation,1,7,3,meta\,,,,,,
Revelation,1,7,4,tw=n,,,,,,
Revelation,1,7,5,"nefelw=n,",,,,,,
Revelation,1,7,6,kai\,,,,,,
Revelation,1,7,7,o)/yetai,,,,,,
Revelation,1,7,8,au)to\n,,,,,,
Revelation,1,7,9,pa=s,,,,,,
Revelation,1,7,10,o)fqalmo\s,,,,,,
Revelation,1,7,11,kai\,,,,,,
Revelation,1,7,12,oi(/tines,,,,,,
Revelation,1,7,13,au)to\n,,,,,,
Revelation,1,7,14,"e)ceke/nthsan,",,,,,,
Revelation,1,7,15,kai\,,,,,,
Revelation,1,7,16,ko/yontai,,,,,,
Revelation,1,7,17,e)p’,,,,,,
Revelation,1,7,18,au)to\n,,,,,,
Revelation,1,7,19,pa=sai,,,,,,
Revelation,1,7,20,ai(,,,,,,
Revelation,1,7,21,fulai\,,,,,,
Revelation,1,7,22,th=s,,,,,,
Revelation,1,7,23,gh=s.,,,,,,
Revelation,1,7,24,"nai/,",,,,,,
Revelation,1,7,25,a)mh/n.,,,,,,
Revelation,1,8,1,*)egw/,,,,,,
Revelation,1,8,2,ei)mi,,,,,,
Revelation,1,8,3,to\,,,,,,
Revelation,1,8,4,*)/alfa,,,,,,
Revelation,1,8,5,kai\,,,,,,
Revelation,1,8,6,to\,,,,,,
Revelation,1,8,7,"*)=w,",,,,,,
Revelation,1,8,8,le/gei,,,,,,
Revelation,1,8,9,"ku/rios,",,,,,,
Revelation,1,8,10,o(,,,,,,
Revelation,1,8,11,"qeo/s,",,,,,,
Revelation,1,8,12,o(,,,,,,
Revelation,1,8,13,w)\n,,,,,,
Revelation,1,8,14,kai\,,,,,,
Revelation,1,8,15,o(,,,,,,
Revelation,1,8,16,h)=n,,,,,,
Revelation,1,8,17,kai\,,,,,,
Revelation,1,8,18,o(,,,,,,
Revelation,1,8,19,"e)rxo/menos,",,,,,,
Revelation,1,8,20,o(,,,,,,
Revelation,1,8,21,pantokra/twr.,,,,,,
Revelation,1,9,1,*)egw\,,,,,,
Revelation,1,9,2,"*)iwa/nnhs,",,,,,,
Revelation,1,9,3,o(,,,,,,
Revelation,1,9,4,a)delfo\s,,,,,,
Revelation,1,9,5,u(mw=n,,,,,,
Revelation,1,9,6,kai\,,,,,,
Revelation,1,9,7,⸀sugkoinwno\s,,,,,,
Revelation,1,9,8,e)n,,,,,,
Revelation,1,9,9,th=|,,,,,,
Revelation,1,9,10,qli/yei,,,,,,
Revelation,1,9,11,kai\,,,,,,
Revelation,1,9,12,basilei/a|,,,,,,
Revelation,1,9,13,kai\,,,,,,
Revelation,1,9,14,u(pomonh=|,,,,,,
Revelation,1,9,15,⸀e)n,,,,,,
Revelation,1,9,16,"*)ihsou=,",,,,,,
Revelation,1,9,17,e)geno/mhn,,,,,,
Revelation,1,9,18,e)n,,,,,,
Revelation,1,9,19,th=|,,,,,,
Revelation,1,9,20,nh/sw|,,,,,,
Revelation,1,9,21,th=|,,,,,,
Revelation,1,9,22,kaloume/nh|,,,,,,
Revelation,1,9,23,*pa/tmw|,,,,,,
Revelation,1,9,24,dia\,,,,,,
Revelation,1,9,25,to\n,,,,,,
Revelation,1,9,26,lo/gon,,,,,,
Revelation,1,9,27,tou=,,,,,,
Revelation,1,9,28,qeou=,,,,,,
Revelation,1,9,29,⸀kai\,,,,,,
Revelation,1,9,30,th\n,,,,,,
Revelation,1,9,31,marturi/an,,,,,,
Revelation,1,9,32,⸀*)ihsou=.,,,,,,
Revelation,1,10,1,e)geno/mhn,,,,,,
Revelation,1,10,2,e)n,,,,,,
Revelation,1,10,3,pneu/mati,,,,,,
Revelation,1,10,4,e)n,,,,,,
Revelation,1,10,5,th=|,,,,,,
Revelation,1,10,6,kuriakh=|,,,,,,
Revelation,1,10,7,"h(me/ra|,",,,,,,
Revelation,1,10,8,kai\,,,,,,
Revelation,1,10,9,h)/kousa,,,,,,
Revelation,1,10,10,⸂o)pi/sw,,,,,,
Revelation,1,10,11,mou,,,,,,
Revelation,1,10,12,fwnh\n⸃,,,,,,
Revelation,1,10,13,mega/lhn,,,,,,
Revelation,1,10,14,w(s,,,,,,
Revelation,1,10,15,sa/lpiggos,,,,,,
Revelation,1,11,1,legou/shs·,,,,,,
Revelation,1,11,2,*(\,,,,,,
Revelation,1,11,3,ble/peis,,,,,,
Revelation,1,11,4,gra/yon,,,,,,
Revelation,1,11,5,ei)s,,,,,,
Revelation,1,11,6,bibli/on,,,,,,
Revelation,1,11,7,kai\,,,,,,
Revelation,1,11,8,pe/myon,,,,,,
Revelation,1,11,9,tai=s,,,,,,
Revelation,1,11,10,e(pta\,,,,,,
Revelation,1,11,11,"e)kklhsi/ais,",,,,,,
Revelation,1,11,12,ei)s,,,,,,
Revelation,1,11,13,*)/efeson,,,,,,
Revelation,1,11,14,kai\,,,,,,
Revelation,1,11,15,ei)s,,,,,,
Revelation,1,11,16,*smu/rnan,,,,,,
Revelation,1,11,17,kai\,,,,,,
Revelation,1,11,18,ei)s,,,,,,
Revelation,1,11,19,*pe/rgamon,,,,,,
Revelation,1,11,20,kai\,,,,,,
Revelation,1,11,21,ei)s,,,,,,
Revelation,1,11,22,*qua/teira,,,,,,
Revelation,1,11,23,kai\,,,,,,
Revelation,1,11,24,ei)s,,,,,,
Revelation,1,11,25,*sa/rdeis,,,,,,
Revelation,1,11,26,kai\,,,,,,
Revelation,1,11,27,ei)s,,,,,,
Revelation,1,11,28,*filade/lfeian,,,,,,
Revelation,1,11,29,kai\,,,,,,
Revelation,1,11,30,ei)s,,,,,,
Revelation,1,11,31,*laodi/keian.,,,,,,
Revelation,1,12,1,⸀*kai\,,,,,,
Revelation,1,12,2,e)pe/streya,,,,,,
Revelation,1,12,3,ble/pein,,,,,,
Revelation,1,12,4,th\n,,,,,,
Revelation,1,12,5,fwnh\n,,,,,,
Revelation,1,12,6,h(/tis,,,,,,
Revelation,1,12,7,e)la/lei,,,,,,
Revelation,1,12,8,met’,,,,,,
Revelation,1,12,9,e)mou=·,,,,,,
Revelation,1,12,10,kai\,,,,,,
Revelation,1,12,11,e)pistre/yas,,,,,,
Revelation,1,12,12,ei)=don,,,,,,
Revelation,1,12,13,e(pta\,,,,,,
Revelation,1,12,14,luxni/as,,,,,,
Revelation,1,12,15,"xrusa=s,",,,,,,
Revelation,1,13,1,kai\,,,,,,
Revelation,1,13,2,e)n,,,,,,
Revelation,1,13,3,me/sw|,,,,,,
Revelation,1,13,4,⸀tw=n,,,,,,
Revelation,1,13,5,luxniw=n,,,,,,
Revelation,1,13,6,o(/moion,,,,,,
Revelation,1,13,7,⸀ui(o\n,,,,,,
Revelation,1,13,8,"a)nqrw/pou,",,,,,,
Revelation,1,13,9,e)ndedume/non,,,,,,
Revelation,1,13,10,podh/rh,,,,,,
Revelation,1,13,11,kai\,,,,,,
Revelation,1,13,12,periezwsme/non,,,,,,
Revelation,1,13,13,pro\s,,,,,,
Revelation,1,13,14,toi=s,,,,,,
Revelation,1,13,15,mastoi=s,,,,,,
Revelation,1,13,16,zw/nhn,,,,,,
Revelation,1,13,17,xrusa=n·,,,,,,
Revelation,1,14,1,h(,,,,,,
Revelation,1,14,2,de\,,,,,,
Revelation,1,14,3,kefalh\,,,,,,
Revelation,1,14,4,au)tou=,,,,,,
Revelation,1,14,5,kai\,,,,,,
Revelation,1,14,6,ai(,,,,,,
Revelation,1,14,7,tri/xes,,,,,,
Revelation,1,14,8,leukai\,,,,,,
Revelation,1,14,9,w(s,,,,,,
Revelation,1,14,10,e)/rion,,,,,,
Revelation,1,14,11,"leuko/n,",,,,,,
Revelation,1,14,12,w(s,,,,,,
Revelation,1,14,13,"xiw/n,",,,,,,
Revelation,1,14,14,kai\,,,,,,
Revelation,1,14,15,oi(,,,,,,
Revelation,1,14,16,o)fqalmoi\,,,,,,
Revelation,1,14,17,au)tou=,,,,,,
Revelation,1,14,18,w(s,,,,,,
Revelation,1,14,19,flo\c,,,,,,
Revelation,1,14,20,"puro/s,",,,,,,
Revelation,1,15,1,kai\,,,,,,
Revelation,1,15,2,oi(,,,,,,
Revelation,1,15,3,po/des,,,,,,
Revelation,1,15,4,au)tou=,,,,,,
Revelation,1,15,5,o(/moioi,,,,,,
Revelation,1,15,6,"xalkoliba/nw|,",,,,,,
Revelation,1,15,7,w(s,,,,,,
Revelation,1,15,8,e)n,,,,,,
Revelation,1,15,9,kami/nw|,,,,,,
Revelation,1,15,10,"⸀pepurwme/nhs,",,,,,,
Revelation,1,15,11,kai\,,,,,,
Revelation,1,15,12,h(,,,,,,
Revelation,1,15,13,fwnh\,,,,,,
Revelation,1,15,14,au)tou=,,,,,,
Revelation,1,15,15,w(s,,,,,,
Revelation,1,15,16,fwnh\,,,,,,
Revelation,1,15,17,u(da/twn,,,,,,
Revelation,1,15,18,"pollw=n,",,,,,,
Revelation,1,16,1,kai\,,,,,,
Revelation,1,16,2,e)/xwn,,,,,,
Revelation,1,16,3,e)n,,,,,,
Revelation,1,16,4,th=|,,,,,,
Revelation,1,16,5,decia=|,,,,,,
Revelation,1,16,6,⸂xeiri\,,,,,,
Revelation,1,16,7,au)tou=⸃,,,,,,
Revelation,1,16,8,a)ste/ras,,,,,,
Revelation,1,16,9,"e(pta/,",,,,,,
Revelation,1,16,10,kai\,,,,,,
Revelation,1,16,11,e)k,,,,,,
Revelation,1,16,12,tou=,,,,,,
Revelation,1,16,13,sto/matos,,,,,,
Revelation,1,16,14,au)tou=,,,,,,
Revelation,1,16,15,r(omfai/a,,,,,,
Revelation,1,16,16,di/stomos,,,,,,
Revelation,1,16,17,o)cei=a,,,,,,
Revelation,1,16,18,"e)kporeuome/nh,",,,,,,
Revelation,1,16,19,kai\,,,,,,
Revelation,1,16,20,h(,,,,,,
Revelation,1,16,21,o)/yis,,,,,,
Revelation,1,16,22,au)tou=,,,,,,
Revelation,1,16,23,w(s,,,,,,
Revelation,1,16,24,o(,,,,,,
Revelation,1,16,25,h(/lios,,,,,,
Revelation,1,16,26,fai/nei,,,,,,
Revelation,1,16,27,e)n,,,,,,
Revelation,1,16,28,th=|,,,,,,
Revelation,1,16,29,duna/mei,,,,,,
Revelation,1,16,30,au)tou=.,,,,,,
Revelation,1,17,1,*kai\,,,,,,
Revelation,1,17,2,o(/te,,,,,,
Revelation,1,17,3,ei)=don,,,,,,
Revelation,1,17,4,"au)to/n,",,,,,,
Revelation,1,17,5,e)/pesa,,,,,,
Revelation,1,17,6,pro\s,,,,,,
Revelation,1,17,7,tou\s,,,,,,
Revelation,1,17,8,po/das,,,,,,
Revelation,1,17,9,au)tou=,,,,,,
Revelation,1,17,10,w(s,,,,,,
Revelation,1,17,11,nekro/s·,,,,,,
Revelation,1,17,12,kai\,,,,,,
Revelation,1,17,13,e)/qhken,,,,,,
Revelation,1,17,14,th\n,,,,,,
Revelation,1,17,15,decia\n,,,,,,
Revelation,1,17,16,au)tou=,,,,,,
Revelation,1,17,17,e)p’,,,,,,
Revelation,1,17,18,e)me\,,,,,,
Revelation,1,17,19,le/gwn·,,,,,,
Revelation,1,17,20,*mh\,,,,,,
Revelation,1,17,21,fobou=·,,,,,,
Revelation,1,17,22,e)gw/,,,,,,
Revelation,1,17,23,ei)mi,,,,,,
Revelation,1,17,24,o(,,,,,,
Revelation,1,17,25,prw=tos,,,,,,
Revelation,1,17,26,kai\,,,,,,
Revelation,1,17,27,o(,,,,,,
Revelation,1,17,28,"e)/sxatos,",,,,,,
Revelation,1,18,1,kai\,,,,,,
Revelation,1,18,2,o(,,,,,,
Revelation,1,18,3,zw=n—,,,,,,
Revelation,1,18,4,kai\,,,,,,
Revelation,1,18,5,e)geno/mhn,,,,,,
Revelation,1,18,6,nekro\s,,,,,,
Revelation,1,18,7,kai\,,,,,,
Revelation,1,18,8,i)dou\,,,,,,
Revelation,1,18,9,zw=n,,,,,,
Revelation,1,18,10,ei)mi,,,,,,
Revelation,1,18,11,ei)s,,,,,,
Revelation,1,18,12,tou\s,,,,,,
Revelation,1,18,13,ai)w=nas,,,,,,
Revelation,1,18,14,tw=n,,,,,,
Revelation,1,18,15,⸀ai)w/nwn—,,,,,,
Revelation,1,18,16,kai\,,,,,,
Revelation,1,18,17,e)/xw,,,,,,
Revelation,1,18,18,ta\s,,,,,,
Revelation,1,18,19,klei=s,,,,,,
Revelation,1,18,20,tou=,,,,,,
Revelation,1,18,21,qana/tou,,,,,,
Revelation,1,18,22,kai\,,,,,,
Revelation,1,18,23,tou=,,,,,,
Revelation,1,18,24,a(/|dou.,,,,,,
Revelation,1,19,1,gra/yon,,,,,,
Revelation,1,19,2,ou)=n,,,,,,
Revelation,1,19,3,a(\,,,,,,
Revelation,1,19,4,ei)=des,,,,,,
Revelation,1,19,5,kai\,,,,,,
Revelation,1,19,6,a(\,,,,,,
Revelation,1,19,7,ei)si\n,,,,,,
Revelation,1,19,8,kai\,,,,,,
Revelation,1,19,9,a(\,,,,,,
Revelation,1,19,10,me/llei,,,,,,
Revelation,1,19,11,⸀gi/nesqai,,,,,,
Revelation,1,19,12,meta\,,,,,,
Revelation,1,19,13,tau=ta.,,,,,,
Revelation,1,20,1,to\,,,,,,
Revelation,1,20,2,musth/rion,,,,,,
Revelation,1,20,3,tw=n,,,,,,
Revelation,1,20,4,e(pta\,,,,,,
Revelation,1,20,5,a)ste/rwn,,,,,,
Revelation,1,20,6,⸀ou(\s,,,,,,
Revelation,1,20,7,ei)=des,,,,,,
Revelation,1,20,8,e)pi\,,,,,,
Revelation,1,20,9,th=s,,,,,,
Revelation,1,20,10,decia=s,,,,,,
Revelation,1,20,11,"mou,",,,,,,
Revelation,1,20,12,kai\,,,,,,
Revelation,1,20,13,ta\s,,,,,,
Revelation,1,20,14,e(pta\,,,,,,
Revelation,1,20,15,luxni/as,,,,,,
Revelation,1,20,16,ta\s,,,,,,
Revelation,1,20,17,xrusa=s·,,,,,,
Revelation,1,20,18,oi(,,,,,,
Revelation,1,20,19,e(pta\,,,,,,
Revelation,1,20,20,a)ste/res,,,,,,
Revelation,1,20,21,a)/ggeloi,,,,,,
Revelation,1,20,22,tw=n,,,,,,
Revelation,1,20,23,e(pta\,,,,,,
Revelation,1,20,24,e)kklhsiw=n,,,,,,
Revelation,1,20,25,"ei)si/n,",,,,,,
Revelation,1,20,26,kai\,,,,,,
Revelation,1,20,27,ai(,,,,,,
Revelation,1,20,28,luxni/ai,,,,,,
Revelation,1,20,29,ai(,,,,,,
Revelation,1,20,30,e(pta\,,,,,,
Revelation,1,20,31,e(pta\,,,,,,
Revelation,1,20,32,e)kklhsi/ai,,,,,,
Revelation,1,20,33,ei)si/n.,,,,,,
Revelation,2,1,1,*tw=|,,,,,,
Revelation,2,1,2,a)gge/lw|,,,,,,
Revelation,2,1,3,⸀th=s,,,,,,
Revelation,2,1,4,e)n,,,,,,
Revelation,2,1,5,*)efe/sw|,,,,,,
Revelation,2,1,6,e)kklhsi/as,,,,,,
Revelation,2,1,7,gra/yon·,,,,,,
Revelation,2,1,8,*ta/de,,,,,,
Revelation,2,1,9,le/gei,,,,,,
Revelation,2,1,10,o(,,,,,,
Revelation,2,1,11,kratw=n,,,,,,
Revelation,2,1,12,tou\s,,,,,,
Revelation,2,1,13,e(pta\,,,,,,
Revelation,2,1,14,a)ste/ras,,,,,,
Revelation,2,1,15,e)n,,,,,,
Revelation,2,1,16,th=|,,,,,,
Revelation,2,1,17,decia=|,,,,,,
Revelation,2,1,18,"au)tou=,",,,,,,
Revelation,2,1,19,o(,,,,,,
Revelation,2,1,20,peripatw=n,,,,,,
Revelation,2,1,21,e)n,,,,,,
Revelation,2,1,22,me/sw|,,,,,,
Revelation,2,1,23,tw=n,,,,,,
Revelation,2,1,24,e(pta\,,,,,,
Revelation,2,1,25,luxniw=n,,,,,,
Revelation,2,1,26,tw=n,,,,,,
Revelation,2,1,27,xrusw=n·,,,,,,
Revelation,2,2,1,*oi)=da,,,,,,
Revelation,2,2,2,ta\,,,,,,
Revelation,2,2,3,e)/rga,,,,,,
Revelation,2,2,4,"sou,",,,,,,
Revelation,2,2,5,kai\,,,,,,
Revelation,2,2,6,to\n,,,,,,
Revelation,2,2,7,⸀ko/pon,,,,,,
Revelation,2,2,8,kai\,,,,,,
Revelation,2,2,9,th\n,,,,,,
Revelation,2,2,10,u(pomonh/n,,,,,,
Revelation,2,2,11,"sou,",,,,,,
Revelation,2,2,12,kai\,,,,,,
Revelation,2,2,13,o(/ti,,,,,,
Revelation,2,2,14,ou),,,,,,
Revelation,2,2,15,du/nh|,,,,,,
Revelation,2,2,16,basta/sai,,,,,,
Revelation,2,2,17,"kakou/s,",,,,,,
Revelation,2,2,18,kai\,,,,,,
Revelation,2,2,19,e)pei/rasas,,,,,,
Revelation,2,2,20,tou\s,,,,,,
Revelation,2,2,21,le/gontas,,,,,,
Revelation,2,2,22,e(autou\s,,,,,,
Revelation,2,2,23,"⸀a)posto/lous,",,,,,,
Revelation,2,2,24,kai\,,,,,,
Revelation,2,2,25,ou)k,,,,,,
Revelation,2,2,26,"ei)si/n,",,,,,,
Revelation,2,2,27,kai\,,,,,,
Revelation,2,2,28,eu(=res,,,,,,
Revelation,2,2,29,au)tou\s,,,,,,
Revelation,2,2,30,yeudei=s·,,,,,,
Revelation,2,3,1,kai\,,,,,,
Revelation,2,3,2,u(pomonh\n,,,,,,
Revelation,2,3,3,"e)/xeis,",,,,,,
Revelation,2,3,4,kai\,,,,,,
Revelation,2,3,5,e)ba/stasas,,,,,,
Revelation,2,3,6,dia\,,,,,,
Revelation,2,3,7,to\,,,,,,
Revelation,2,3,8,o)/noma/,,,,,,
Revelation,2,3,9,"mou,",,,,,,
Revelation,2,3,10,kai\,,,,,,
Revelation,2,3,11,⸂ou),,,,,,
Revelation,2,3,12,kekopi/akes⸃.,,,,,,
Revelation,2,4,1,a)lla\,,,,,,
Revelation,2,4,2,e)/xw,,,,,,
Revelation,2,4,3,kata\,,,,,,
Revelation,2,4,4,sou=,,,,,,
Revelation,2,4,5,o(/ti,,,,,,
Revelation,2,4,6,th\n,,,,,,
Revelation,2,4,7,a)ga/phn,,,,,,
Revelation,2,4,8,sou,,,,,,
Revelation,2,4,9,th\n,,,,,,
Revelation,2,4,10,prw/thn,,,,,,
Revelation,2,4,11,a)fh=kes.,,,,,,
Revelation,2,5,1,mnhmo/neue,,,,,,
Revelation,2,5,2,ou)=n,,,,,,
Revelation,2,5,3,po/qen,,,,,,
Revelation,2,5,4,"⸀pe/ptwkas,",,,,,,
Revelation,2,5,5,kai\,,,,,,
Revelation,2,5,6,metano/hson,,,,,,
Revelation,2,5,7,kai\,,,,,,
Revelation,2,5,8,ta\,,,,,,
Revelation,2,5,9,prw=ta,,,,,,
Revelation,2,5,10,e)/rga,,,,,,
Revelation,2,5,11,poi/hson·,,,,,,
Revelation,2,5,12,ei),,,,,,
Revelation,2,5,13,de\,,,,,,
Revelation,2,5,14,"mh/,",,,,,,
Revelation,2,5,15,e)/rxomai/,,,,,,
Revelation,2,5,16,"⸀soi,",,,,,,
Revelation,2,5,17,kai\,,,,,,
Revelation,2,5,18,kinh/sw,,,,,,
Revelation,2,5,19,th\n,,,,,,
Revelation,2,5,20,luxni/an,,,,,,
Revelation,2,5,21,sou,,,,,,
Revelation,2,5,22,e)k,,,,,,
Revelation,2,5,23,tou=,,,,,,
Revelation,2,5,24,to/pou,,,,,,
Revelation,2,5,25,"au)th=s,",,,,,,
Revelation,2,5,26,e)a\n,,,,,,
Revelation,2,5,27,mh\,,,,,,
Revelation,2,5,28,metanoh/sh|s.,,,,,,
Revelation,2,6,1,a)lla\,,,,,,
Revelation,2,6,2,tou=to,,,,,,
Revelation,2,6,3,e)/xeis,,,,,,
Revelation,2,6,4,o(/ti,,,,,,
Revelation,2,6,5,misei=s,,,,,,
Revelation,2,6,6,ta\,,,,,,
Revelation,2,6,7,e)/rga,,,,,,
Revelation,2,6,8,tw=n,,,,,,
Revelation,2,6,9,"*nikolai+tw=n,",,,,,,
Revelation,2,6,10,a(\,,,,,,
Revelation,2,6,11,ka)gw\,,,,,,
Revelation,2,6,12,misw=.,,,,,,
Revelation,2,7,1,o(,,,,,,
Revelation,2,7,2,e)/xwn,,,,,,
Revelation,2,7,3,ou)=s,,,,,,
Revelation,2,7,4,a)kousa/tw,,,,,,
